Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-08 04:00:00+00:00,16285.1796875,16323.599609375,16220.7197265625,16253.9599609375,4386700000,0.0,0.0
2024-04-09 04:00:00+00:00,16328.759765625,16348.1796875,16141.150390625,16306.6396484375,4869190000,0.0,0.0
2024-04-10 04:00:00+00:00,16104.009765625,16200.099609375,16092.01953125,16170.3603515625,5308250000,0.0,0.0
2024-04-11 04:00:00+00:00,16236.2001953125,16464.599609375,16154.650390625,16442.19921875,4714750000,0.0,0.0
2024-04-12 04:00:00+00:00,16293.0302734375,16341.4599609375,16125.330078125,16175.08984375,4552740000,0.0,0.0
2024-04-15 04:00:00+00:00,16276.4697265625,16295.26953125,15863.8798828125,15885.01953125,4910550000,0.0,0.0
2024-04-16 04:00:00+00:00,15856.3798828125,15965.7900390625,15822.01953125,15865.25,5001860000,0.0,0.0
2024-04-17 04:00:00+00:00,15942.2900390625,15957.0302734375,15654.509765625,15683.3701171875,4991470000,0.0,0.0
2024-04-18 04:00:00+00:00,15705.6904296875,15786.1201171875,15587.5,15601.5,4932540000,0.0,0.0
2024-04-19 04:00:00+00:00,15547.099609375,15576.7001953125,15222.7802734375,15282.009765625,5316010000,0.0,0.0
2024-04-22 04:00:00+00:00,15396.1298828125,15539.0,15265.66015625,15451.3095703125,4616730000,0.0,0.0
2024-04-23 04:00:00+00:00,15525.5498046875,15730.349609375,15510.58984375,15696.6396484375,4951670000,0.0,0.0
2024-04-24 04:00:00+00:00,15805.599609375,15839.0,15634.4404296875,15712.75,4735870000,0.0,0.0
2024-04-25 04:00:00+00:00,15375.259765625,15644.509765625,15343.91015625,15611.759765625,4743640000,0.0,0.0
2024-04-26 04:00:00+00:00,15821.33984375,15981.0,15770.7197265625,15927.900390625,4694400000,0.0,0.0
2024-04-29 04:00:00+00:00,16007.0,16021.490234375,15885.8896484375,15983.080078125,4972520000,0.0,0.0
2024-04-30 04:00:00+00:00,15920.8896484375,15979.3603515625,15655.669921875,15657.8203125,5229400000,0.0,0.0
2024-05-01 04:00:00+00:00,15646.08984375,15926.2197265625,15557.6396484375,15605.48046875,5277790000,0.0,0.0
2024-05-02 04:00:00+00:00,15758.1103515625,15862.7900390625,15604.73046875,15840.9599609375,4901610000,0.0,0.0
2024-05-03 04:00:00+00:00,16147.48046875,16204.7099609375,16068.33984375,16156.330078125,4887310000,0.0,0.0
2024-05-06 04:00:00+00:00,16208.5400390625,16350.080078125,16197.8603515625,16349.25,4460130000,0.0,0.0
2024-05-07 04:00:00+00:00,16358.33984375,16397.390625,16303.83984375,16332.5595703125,5041870000,0.0,0.0
2024-05-08 04:00:00+00:00,16226.0703125,16341.650390625,16226.0703125,16302.759765625,4530190000,0.0,0.0
2024-05-09 04:00:00+00:00,16323.740234375,16362.7900390625,16241.98046875,16346.259765625,4505120000,0.0,0.0
2024-05-10 04:00:00+00:00,16389.01953125,16437.390625,16293.51953125,16340.8701171875,4402110000,0.0,0.0
2024-05-13 04:00:00+00:00,16400.310546875,16407.05078125,16334.8603515625,16388.240234375,4452750000,0.0,0.0
2024-05-14 04:00:00+00:00,16391.16015625,16526.26953125,16386.4296875,16511.1796875,7270240000,0.0,0.0
2024-05-15 04:00:00+00:00,16601.140625,16749.740234375,16544.08984375,16742.390625,8538990000,0.0,0.0
2024-05-16 04:00:00+00:00,16738.109375,16797.830078125,16693.44921875,16698.3203125,11932600000,0.0,0.0
2024-05-17 04:00:00+00:00,16708.490234375,16726.41015625,16613.83984375,16685.970703125,9587280000,0.0,0.0
2024-05-20 04:00:00+00:00,16702.01953125,16823.830078125,16695.689453125,16794.869140625,6861320000,0.0,0.0
2024-05-21 04:00:00+00:00,16736.099609375,16839.01953125,16719.970703125,16832.619140625,6245090000,0.0,0.0
2024-05-22 04:00:00+00:00,16839.01953125,16855.26953125,16712.08984375,16801.5390625,7277340000,0.0,0.0
2024-05-23 04:00:00+00:00,16996.390625,16996.390625,16678.369140625,16736.029296875,7752800000,0.0,0.0
